Codigo,Nome,Cargo,Ano,Mês,Assiduidade,Pontualidade,Cumprimento Tarefas,Comportamento,Nota Final,Classificação
2511,Vítor Ferreira,Técnico de Laboratório,2021,julho,9,7,9,8,8.25,Muito Bom
2512,Marcelo Lopes,Assistente de Direção,2024,junho,9,6,5,8,7.0,Bom
2513,Lúcia Nunes,Designer,2021,setembro,9,7,7,8,7.75,Bom
2514,Pedro Marques,Recursos Humanos,2024,março,5,7,9,8,7.25,Bom
2515,Bruno Machado,Contabilista,2022,agosto,9,6,9,8,8.0,Muito Bom
2516,Hugo Marques,Coordenador,2022,agosto,9,7,9,8,8.25,Muito Bom
2517,Vítor Cruz,Gestor de Projetos,2022,fevereiro,5,7,7,7,6.5,Bom
2518,Pedro Pinto,Diretor de Departamento,2022,maio,5,7,8,8,7.0,Bom
2519,André Chicava,Contabilista,2023,agosto,9,6,5,8,7.0,Bom
2520,Nuno Nunes,Recursos Humanos,2022,janeiro,9,7,9,8,8.25,Muito Bom
2521,Fernando Rodrigues,Auditor,2021,janeiro,9,7,9,8,8.25,Muito Bom
2522,Cláudia Costa,Técnico de Laboratório,2021,maio,9,7,9,8,8.25,Muito Bom
2523,Miguel Monteiro,Assistente Administrativo,2024,junho,9,7,7,8,7.75,Bom
2524,Alexandre Correia,Secretariado,2024,julho,8,7,9,7,7.75,Bom
2525,Hugo Vieira,Técnico de Informática,2023,outubro,9,7,9,8,8.25,Muito Bom
2526,Fernando Machado,Técnico de Laboratório,2023,março,9,7,8,8,8.0,Muito Bom
2527,Mariana Martins,Supervisor,2024,abril,9,7,7,8,7.75,Bom
2528,Mariana Baptista,Analista de Dados,2023,dezembro,5,7,6,8,6.5,Bom
2529,Patrícia Azevedo,Assistente Administrativo,2023,outubro,9,7,9,8,8.25,Muito Bom
2530,Marta Rocha,Assistente Administrativo,2023,abril,8,7,9,8,8.0,Muito Bom
2531,Marta Santos,Supervisor,2023,março,9,7,5,8,7.25,Bom
2532,Lúcia Massango,Coordenador,2023,outubro,9,5,4,8,6.5,Bom
2533,Luís Morais,Técnico de Informática,2022,maio,9,6,9,8,8.0,Muito Bom
2534,Alexandre Soares,Assistente Financeiro,2021,junho,9,5,9,7,7.5,Bom
2535,Sofia Soares,Técnico de Informática,2023,outubro,8,7,7,8,7.5,Bom
2536,Inês Lopes,Diretor de Departamento,2021,maio,6,7,9,8,7.5,Bom
2537,Francisco Fernandes,Técnico de Informática,2024,dezembro,9,7,8,8,8.0,Muito Bom
2538,Beatriz Vieira,Contabilista,2023,dezembro,9,7,7,8,7.75,Bom
2539,Bruno Rodrigues,Analista de Dados,2021,fevereiro,6,7,7,8,7.0,Bom
2540,Gonçalo Gomes,Engenheiro,2024,junho,9,7,5,8,7.25,Bom
2541,Marcelo Pinto,Secretariado,2024,julho,5,7,9,7,7.0,Bom
2542,Manuel Massango,Gestor de Projetos,2021,janeiro,8,7,9,8,8.0,Muito Bom
2543,Teresa Machava,Assistente Financeiro,2023,março,7,7,9,8,7.75,Bom
2544,Ricardo Rodrigues,Gestor de Projetos,2023,setembro,9,7,8,8,8.0,Muito Bom
2545,André Chicava,Recursos Humanos,2021,abril,9,7,8,8,8.0,Muito Bom
2546,Eduarda Costa,Diretor de Departamento,2022,setembro,9,7,5,8,7.25,Bom
2547,Catarina Nunes,Supervisor,2023,março,8,7,9,8,8.0,Muito Bom
2548,Hugo Correia,Diretor de Departamento,2024,junho,8,7,9,8,8.0,Muito Bom
2549,Filipa Cruz,Coordenador,2024,outubro,9,7,9,8,8.25,Muito Bom
2550,Patrícia Matos,Auditor,2021,dezembro,9,7,8,8,8.0,Muito Bom
2551,Fernando Morais,Analista de Dados,2023,maio,8,7,9,7,7.75,Bom
2552,Bruno Benjamim,Técnico de Laboratório,2022,setembro,9,7,9,8,8.25,Muito Bom
2553,Tânia Manave,Marketing,2021,março,9,7,8,8,8.0,Muito Bom
2554,Catarina Machado,Coordenador,2021,novembro,9,7,9,8,8.25,Muito Bom
2555,Ana Ribeiro,Contabilista,2021,maio,6,7,9,8,7.5,Bom
2556,Cláudia Ribeiro,Secretariado,2022,setembro,9,7,8,8,8.0,Muito Bom
2557,Inês Raposo,Secretariado,2022,agosto,9,7,4,8,7.0,Bom
2558,Maria Machado,Supervisor,2022,março,9,5,7,8,7.25,Bom
2559,Teresa Albazine,Diretor de Departamento,2022,maio,9,7,8,8,8.0,Muito Bom
2560,Catarina Albazine,Engenheiro,2021,agosto,7,7,6,8,7.0,Bom
2561,João Raposo,Recursos Humanos,2021,dezembro,8,7,8,8,7.75,Bom
2562,Francisco Fernandes,Recursos Humanos,2021,fevereiro,9,5,9,8,7.75,Bom
2563,Miguel Ferreira,Secretariado,2024,março,9,7,8,8,8.0,Muito Bom
2564,Inês Cruz,Coordenador,2022,maio,9,6,6,8,7.25,Bom
2565,Maria Cardoso,Técnico de Informática,2021,agosto,9,6,6,8,7.25,Bom
2566,Ana Lopes,Consultor,2024,junho,9,7,7,8,7.75,Bom
2567,Sofia Correia,Gestor de Projetos,2022,julho,9,7,8,8,8.0,Muito Bom
2568,Diana Rocha,Marketing,2023,novembro,8,7,8,8,7.75,Bom
2569,Lúcia Neves,Auditor,2024,outubro,9,7,9,8,8.25,Muito Bom
2570,Nuno Barros,Marketing,2021,junho,6,6,6,8,6.5,Bom
2571,António Manave,Diretor de Departamento,2021,maio,7,7,7,8,7.25,Bom
2572,Catarina Teixeira,Assistente de Direção,2024,dezembro,9,7,7,8,7.75,Bom
2573,Bruno Neves,Técnico de Laboratório,2023,abril,7,7,7,8,7.25,Bom
2574,Miguel Pinto,Consultor,2024,junho,9,6,8,8,7.75,Bom
2575,Rui Baptista,Assistente de Direção,2023,janeiro,5,7,9,8,7.25,Bom
2576,Beatriz Martins,Técnico de Laboratório,2021,julho,9,7,9,8,8.25,Muito Bom
2577,Ricardo Machel,Assistente de Direção,2021,fevereiro,9,5,8,8,7.5,Bom
2578,Bruno Neves,Gestor de Projetos,2024,abril,8,7,6,8,7.25,Bom
2579,Francisco Matos,Técnico de Laboratório,2021,maio,8,7,6,8,7.25,Bom
2580,Maria Nunes,Engenheiro,2024,outubro,9,7,8,8,8.0,Muito Bom
2581,Raquel Manave,Diretor de Departamento,2024,novembro,9,7,6,8,7.5,Bom
2582,Luís Silva,Designer,2022,abril,8,7,7,8,7.5,Bom
2583,André Ferreira,Auditor,2024,abril,7,7,9,8,7.75,Bom
2584,Raquel Chapo,Marketing,2021,outubro,9,5,8,8,7.5,Bom
2585,Filipa Martins,Assistente Financeiro,2023,fevereiro,9,7,9,7,8.0,Muito Bom
2586,Hugo Machel,Secretariado,2023,junho,5,7,8,8,7.0,Bom
2587,Lúcia Lopes,Secretariado,2021,janeiro,9,7,7,8,7.75,Bom
2588,Rui Marques,Marketing,2022,janeiro,5,6,6,8,6.25,Regular
2589,Sara Cruz,Supervisor,2022,fevereiro,9,7,8,8,8.0,Muito Bom
2590,Rui Vieira,Secretariado,2023,fevereiro,8,7,6,7,7.0,Bom
2591,Marcelo Coelho,Recursos Humanos,2022,dezembro,9,7,7,8,7.75,Bom
2592,André Chapo,Gestor de Projetos,2024,janeiro,9,7,9,8,8.25,Muito Bom
2593,Hugo Correia,Assistente Administrativo,2021,junho,9,7,9,8,8.25,Muito Bom
2594,Vítor Massango,Coordenador,2023,maio,9,7,9,8,8.25,Muito Bom
2595,Diana Pereira,Assistente de Direção,2024,junho,6,6,7,8,6.75,Bom
2596,Hugo Neves,Coordenador,2022,junho,9,7,9,6,7.75,Bom
2597,Ana Marques,Recursos Humanos,2023,junho,8,7,6,8,7.25,Bom
2598,Miguel Rodrigues,Designer,2024,novembro,7,7,9,8,7.75,Bom
2599,Sofia Cruz,Assistente Financeiro,2021,dezembro,9,4,9,8,7.5,Bom
2600,Carlos Morais,Supervisor,2022,maio,9,7,8,8,8.0,Muito Bom
2601,Manuel Mendes,Gestor de Projetos,2024,junho,5,7,9,8,7.25,Bom
2602,Francisco Silva,Consultor,2022,dezembro,9,7,9,8,8.25,Muito Bom
2603,Ana Cruz,Marketing,2021,junho,8,7,8,8,7.75,Bom
2604,Rui Albazine,Gestor de Projetos,2021,maio,9,7,6,7,7.25,Bom
2605,Eduarda Moreira,Supervisor,2023,fevereiro,7,7,9,8,7.75,Bom
2606,Tânia Albazine,Supervisor,2022,junho,9,7,6,7,7.25,Bom
2607,Nuno Nunes,Assistente de Direção,2024,agosto,7,7,5,8,6.75,Bom
2608,Diana Moreira,Auditor,2024,março,8,7,7,8,7.5,Bom
2609,Filipa Vieira,Assistente Financeiro,2023,agosto,8,7,9,8,8.0,Muito Bom
2610,Vítor Neves,Gestor de Projetos,2023,março,9,7,9,8,8.25,Muito Bom
2611,Bruno Neves,Técnico de Laboratório,2023,junho,9,7,9,8,8.25,Muito Bom
2612,Marcelo Barros,Marketing,2023,agosto,7,7,5,7,6.5,Bom
2613,Marcelo Correia,Técnico de Laboratório,2023,abril,9,7,9,8,8.25,Muito Bom
2614,Pedro Benjamim,Coordenador,2022,outubro,9,6,8,8,7.75,Bom
2615,Bruno Costa,Coordenador,2024,junho,9,7,8,7,7.75,Bom
2616,Pedro Conceiao,Assistente Financeiro,2023,maio,7,6,7,8,7.0,Bom
2617,Patrícia Carvalho,Técnico de Laboratório,2023,abril,9,7,9,7,8.0,Muito Bom
2618,Diana Correia,Secretariado,2021,outubro,9,7,7,7,7.5,Bom
2619,Catarina Neves,Diretor de Departamento,2024,março,7,7,9,8,7.75,Bom
2620,André Azevedo,Contabilista,2023,abril,9,7,7,8,7.75,Bom
2621,Eduarda Martins,Técnico de Laboratório,2022,julho,9,5,8,8,7.5,Bom
2622,Bruno Manave,Coordenador,2022,dezembro,9,7,7,8,7.75,Bom
2623,Eduarda Morais,Gestor de Projetos,2024,dezembro,7,7,9,8,7.75,Bom
2624,Tânia Chicava,Recursos Humanos,2021,fevereiro,8,7,7,7,7.25,Bom
2625,Paulo Carvalho,Analista de Dados,2024,agosto,9,5,9,8,7.75,Bom
2626,André Morais,Analista de Dados,2021,fevereiro,9,7,9,8,8.25,Muito Bom
2627,Raquel Rodrigues,Técnico de Informática,2022,agosto,8,7,9,8,8.0,Muito Bom
2628,Laura Carvalho,Engenheiro,2022,outubro,8,4,5,8,6.25,Regular
2629,Sofia Pereira,Recursos Humanos,2021,março,9,7,9,8,8.25,Muito Bom
2630,Luís Albazine,Engenheiro,2024,abril,9,7,7,8,7.75,Bom
2631,Sofia Barros,Assistente Administrativo,2022,outubro,9,7,9,8,8.25,Muito Bom
2632,Francisco Machava,Secretariado,2022,outubro,8,7,6,7,7.0,Bom
2633,João Nunes,Coordenador,2022,julho,9,7,8,8,8.0,Muito Bom
2634,Ricardo Ribeiro,Auditor,2024,setembro,5,7,6,8,6.5,Bom
2635,Mariana Chicava,Diretor de Departamento,2023,fevereiro,8,7,8,8,7.75,Bom
2636,Miguel Matos,Consultor,2022,agosto,9,7,9,8,8.25,Muito Bom
2637,Beatriz Rocha,Técnico de Informática,2023,setembro,8,7,9,8,8.0,Muito Bom
2638,Marta Benjamim,Diretor de Departamento,2023,novembro,5,7,9,8,7.25,Bom
2639,Helena Costa,Analista de Dados,2022,novembro,8,6,9,8,7.75,Bom
2640,Nuno Benjamim,Engenheiro,2022,setembro,9,7,9,8,8.25,Muito Bom
2641,António Machava,Técnico de Laboratório,2024,dezembro,9,7,8,8,8.0,Muito Bom
2642,Bruno Pinto,Técnico de Informática,2022,setembro,6,7,9,8,7.5,Bom
2643,Mariana Barros,Assistente Financeiro,2023,fevereiro,9,7,8,8,8.0,Muito Bom
2644,Eduarda Soares,Engenheiro,2024,março,7,7,4,6,6.0,Regular
2645,Carlos Machado,Marketing,2022,janeiro,9,7,7,7,7.5,Bom
2646,Teresa Alves,Supervisor,2023,março,4,5,8,8,6.25,Regular
2647,Beatriz Machava,Gestor de Projetos,2021,julho,9,7,9,7,8.0,Muito Bom
2648,Mariana Pereira,Consultor,2021,março,9,7,8,8,8.0,Muito Bom
2649,Catarina Benjamim,Auditor,2021,maio,8,6,9,8,7.75,Bom
2650,Filipa Morais,Assistente de Direção,2021,setembro,7,7,8,6,7.0,Bom
2651,Marta Pereira,Recursos Humanos,2023,dezembro,9,7,8,8,8.0,Muito Bom
2652,Sofia Ribeiro,Gestor de Projetos,2021,março,8,7,8,8,7.75,Bom
2653,Gonçalo Santos,Designer,2024,março,9,5,7,8,7.25,Bom
2654,Lúcia Manave,Secretariado,2023,novembro,8,5,8,7,7.0,Bom
2655,Beatriz Teixeira,Assistente Financeiro,2023,dezembro,9,7,9,7,8.0,Muito Bom
2656,Filipa Massango,Secretariado,2023,outubro,9,7,9,8,8.25,Muito Bom
2657,Hugo Gomes,Secretariado,2021,novembro,9,7,9,8,8.25,Muito Bom
2658,Carlos Vieira,Secretariado,2023,janeiro,7,7,5,8,6.75,Bom
2659,Patrícia Correia,Secretariado,2024,setembro,9,7,7,7,7.5,Bom
2660,Carlos Gomes,Contabilista,2023,novembro,2,7,6,8,5.75,Regular
2661,António Carvalho,Gestor de Projetos,2022,julho,8,7,9,8,8.0,Muito Bom
2662,Hugo Rodrigues,Coordenador,2024,outubro,7,6,5,8,6.5,Bom
2663,Raquel Machava,Secretariado,2021,abril,6,6,8,7,6.75,Bom
2664,Beatriz Chapo,Consultor,2022,outubro,9,6,5,8,7.0,Bom
2665,Patrícia Mendes,Engenheiro,2024,setembro,9,7,8,8,8.0,Muito Bom
2666,Eduarda Moreira,Diretor de Departamento,2021,agosto,9,7,9,8,8.25,Muito Bom
2667,Francisco Carvalho,Recursos Humanos,2021,agosto,8,7,9,8,8.0,Muito Bom
2668,Paulo Benjamim,Auditor,2022,janeiro,9,5,8,8,7.5,Bom
2669,Bruno Neves,Técnico de Laboratório,2023,setembro,5,7,9,8,7.25,Bom
2670,Ana Massango,Diretor de Departamento,2021,abril,6,7,9,6,7.0,Bom
2671,Gonçalo Morais,Diretor de Departamento,2023,setembro,7,7,9,8,7.75,Bom
2672,Filipa Conceiao,Analista de Dados,2024,abril,8,7,8,7,7.5,Bom
2673,Beatriz Pinto,Diretor de Departamento,2022,julho,5,7,9,8,7.25,Bom
2674,Cláudia Matos,Técnico de Informática,2021,agosto,8,7,9,6,7.5,Bom
2675,Francisco Manave,Diretor de Departamento,2023,fevereiro,9,7,9,8,8.25,Muito Bom
2676,Raquel Soares,Auditor,2021,julho,7,7,9,8,7.75,Bom
2677,Lúcia Santos,Assistente Financeiro,2021,janeiro,9,5,5,8,6.75,Bom
2678,Raquel Neves,Secretariado,2021,fevereiro,7,7,7,8,7.25,Bom
2679,Cláudia Ribeiro,Secretariado,2021,maio,9,6,6,8,7.25,Bom
2680,Miguel Ribeiro,Assistente Administrativo,2024,outubro,9,7,9,8,8.25,Muito Bom
2681,Fernando Alves,Supervisor,2023,abril,8,7,8,6,7.25,Bom
2682,João Teixeira,Marketing,2022,maio,8,4,7,8,6.75,Bom
2683,António Baptista,Auditor,2021,março,9,7,6,6,7.0,Bom
2684,Fernando Machava,Contabilista,2023,junho,9,7,6,8,7.5,Bom
2685,Teresa Azevedo,Auditor,2021,outubro,9,7,6,8,7.5,Bom
2686,Paulo Neves,Analista de Dados,2023,junho,9,5,8,8,7.5,Bom
2687,Ricardo Soares,Técnico de Informática,2023,setembro,8,7,9,8,8.0,Muito Bom
2688,André Vieira,Secretariado,2021,fevereiro,9,6,8,8,7.75,Bom
2689,Manuel Carvalho,Marketing,2024,janeiro,5,7,8,8,7.0,Bom
2690,Pedro Conceiao,Contabilista,2024,julho,9,7,7,8,7.75,Bom
2691,Beatriz Santos,Auditor,2022,abril,6,7,7,8,7.0,Bom
2692,Gonçalo Benjamim,Auditor,2022,setembro,9,7,8,7,7.75,Bom
2693,Mariana Machado,Engenheiro,2024,setembro,6,6,8,8,7.0,Bom
2694,Alexandre Marques,Gestor de Projetos,2022,junho,8,7,9,8,8.0,Muito Bom
2695,Teresa Machado,Marketing,2023,outubro,5,7,6,8,6.5,Bom
2696,Carlos Barros,Auditor,2021,fevereiro,9,7,9,8,8.25,Muito Bom
2697,Fernando Vieira,Diretor de Departamento,2023,fevereiro,9,7,9,8,8.25,Muito Bom
2698,Nuno Raposo,Assistente de Direção,2024,maio,9,7,5,8,7.25,Bom
2699,Tânia Barros,Coordenador,2022,fevereiro,9,7,9,7,8.0,Muito Bom
2700,Patrícia Machava,Assistente Administrativo,2024,março,7,7,6,8,7.0,Bom
2701,Tânia Azevedo,Contabilista,2023,abril,9,6,9,8,8.0,Muito Bom
2702,José Pereira,Analista de Dados,2024,novembro,4,5,9,7,6.25,Regular
2703,Alexandre Vieira,Engenheiro,2024,janeiro,8,5,9,7,7.25,Bom
2704,Teresa Mendes,Técnico de Informática,2021,setembro,9,7,8,8,8.0,Muito Bom
2705,Paulo Cruz,Engenheiro,2023,janeiro,9,6,8,8,7.75,Bom
2706,Tânia Costa,Analista de Dados,2023,janeiro,9,7,8,8,8.0,Muito Bom
2707,Catarina Morais,Supervisor,2021,julho,7,6,6,8,6.75,Bom
2708,Beatriz Coelho,Engenheiro,2022,outubro,9,7,9,7,8.0,Muito Bom
2709,Eduarda Monteiro,Auditor,2024,outubro,9,6,9,7,7.75,Bom
2710,Beatriz Martins,Marketing,2021,novembro,9,7,8,8,8.0,Muito Bom
2711,Tânia Benjamim,Assistente de Direção,2024,abril,9,7,7,8,7.75,Bom
2712,Miguel Machado,Auditor,2021,fevereiro,7,6,8,8,7.25,Bom
2713,José Machel,Analista de Dados,2023,março,6,7,6,8,6.75,Bom
2714,Filipa Morais,Engenheiro,2021,julho,9,5,1,7,5.5,Regular
2715,Paulo Neves,Diretor de Departamento,2022,junho,9,7,7,8,7.75,Bom
2716,Fernando Baptista,Técnico de Laboratório,2023,maio,9,7,5,8,7.25,Bom
2717,Helena Massango,Recursos Humanos,2021,julho,8,7,8,7,7.5,Bom
2718,Catarina Machava,Coordenador,2023,maio,9,7,8,8,8.0,Muito Bom
2719,Diana Rodrigues,Secretariado,2021,janeiro,6,7,3,7,5.75,Regular
2720,Inês Machado,Assistente Financeiro,2024,abril,8,5,9,7,7.25,Bom
2721,André Albazine,Diretor de Departamento,2024,janeiro,9,7,9,8,8.25,Muito Bom
2722,Raquel Gomes,Coordenador,2021,maio,9,7,7,8,7.75,Bom
2723,Marta Chapo,Auditor,2023,maio,7,6,9,8,7.5,Bom
2724,Luís Monteiro,Consultor,2024,setembro,9,6,7,7,7.25,Bom
2725,Eduarda Cruz,Gestor de Projetos,2023,março,6,7,9,8,7.5,Bom
2726,Marta Costa,Analista de Dados,2023,janeiro,3,7,8,8,6.5,Bom
2727,Rui Cruz,Técnico de Laboratório,2023,setembro,7,7,9,7,7.5,Bom
2728,Laura Santos,Analista de Dados,2023,junho,9,7,9,8,8.25,Muito Bom
2729,Diana Lopes,Assistente de Direção,2022,maio,7,6,9,8,7.5,Bom
2730,Diana Ferreira,Técnico de Informática,2024,agosto,6,7,7,8,7.0,Bom
2731,Alexandre Matos,Diretor de Departamento,2021,novembro,6,7,7,8,7.0,Bom
2732,Carlos Correia,Gestor de Projetos,2022,janeiro,6,7,7,8,7.0,Bom
2733,Paulo Nunes,Assistente de Direção,2023,outubro,6,7,8,8,7.25,Bom
2734,Sara Soares,Gestor de Projetos,2023,novembro,4,4,6,7,5.25,Regular
2735,Hugo Matos,Assistente de Direção,2021,março,9,7,8,7,7.75,Bom
2736,Gonçalo Rodrigues,Engenheiro,2024,outubro,9,5,9,8,7.75,Bom
2737,José Cardoso,Assistente Financeiro,2022,agosto,5,5,7,8,6.25,Regular
2738,João Machado,Designer,2023,maio,9,6,9,8,8.0,Muito Bom
2739,Gonçalo Lopes,Técnico de Informática,2024,abril,6,7,9,8,7.5,Bom
2740,Beatriz Morais,Diretor de Departamento,2023,outubro,6,7,8,8,7.25,Bom
2741,Fernando Carvalho,Auditor,2022,novembro,9,6,6,8,7.25,Bom
2742,Manuel Correia,Coordenador,2022,fevereiro,5,7,9,8,7.25,Bom
2743,João Rodrigues,Gestor de Projetos,2021,agosto,6,5,6,7,6.0,Regular
2744,João Machel,Consultor,2024,março,7,5,6,8,6.5,Bom
2745,Sara Neves,Assistente de Direção,2021,julho,9,7,7,8,7.75,Bom
2746,Alexandre Marques,Designer,2022,novembro,7,5,9,8,7.25,Bom
2747,Vítor Albazine,Marketing,2022,novembro,8,7,6,7,7.0,Bom
2748,Maria Marques,Marketing,2021,dezembro,6,7,8,8,7.25,Bom
2749,Eduarda Pinto,Analista de Dados,2024,julho,9,7,9,8,8.25,Muito Bom
2750,Diana Correia,Secretariado,2022,abril,9,6,9,8,8.0,Muito Bom
2751,Ricardo Lopes,Assistente Administrativo,2024,maio,9,7,9,8,8.25,Muito Bom
2752,André Manave,Assistente Administrativo,2022,novembro,9,7,9,8,8.25,Muito Bom
2753,Pedro Ribeiro,Assistente Administrativo,2023,junho,7,7,7,6,6.75,Bom
2754,Marcelo Costa,Auditor,2022,agosto,9,6,7,8,7.5,Bom
2755,Laura Soares,Supervisor,2021,maio,8,7,6,5,6.5,Bom
2756,Ricardo Santos,Contabilista,2024,outubro,8,7,9,8,8.0,Muito Bom
2757,Miguel Coelho,Contabilista,2022,dezembro,8,3,9,8,7.0,Bom
2758,Ricardo Baptista,Técnico de Informática,2023,dezembro,6,7,7,7,6.75,Bom
2759,Raquel Lopes,Técnico de Laboratório,2024,fevereiro,9,7,9,8,8.25,Muito Bom
2760,Hugo Ferreira,Assistente de Direção,2021,fevereiro,4,7,9,8,7.0,Bom
2761,Teresa Santos,Técnico de Laboratório,2023,dezembro,6,7,9,8,7.5,Bom
2762,Vítor Gomes,Técnico de Informática,2021,outubro,9,6,9,8,8.0,Muito Bom
2763,Tânia Lopes,Secretariado,2021,maio,9,7,6,8,7.5,Bom
2764,Alexandre Carvalho,Assistente Administrativo,2022,agosto,8,7,9,7,7.75,Bom
2765,Paulo Azevedo,Marketing,2021,junho,9,7,6,8,7.5,Bom
2766,Patrícia Pereira,Coordenador,2023,fevereiro,9,7,8,8,8.0,Muito Bom
2767,Tânia Pinto,Diretor de Departamento,2023,maio,8,4,8,8,7.0,Bom
2768,António Machava,Recursos Humanos,2024,março,7,7,9,8,7.75,Bom
2769,Mariana Fernandes,Assistente Financeiro,2021,agosto,7,6,8,8,7.25,Bom
2770,Paulo Vieira,Assistente Financeiro,2024,dezembro,5,7,4,8,6.0,Regular
2771,Nuno Raposo,Gestor de Projetos,2024,maio,7,6,9,8,7.5,Bom
2772,Hugo Alves,Técnico de Laboratório,2023,outubro,9,7,8,8,8.0,Muito Bom
2773,Nuno Machel,Auditor,2023,dezembro,7,7,5,7,6.5,Bom
2774,Alexandre Carvalho,Assistente Financeiro,2022,novembro,6,7,9,8,7.5,Bom
2775,Catarina Lopes,Secretariado,2024,outubro,6,7,5,8,6.5,Bom
2776,Filipa Carvalho,Supervisor,2024,fevereiro,9,7,7,8,7.75,Bom
2777,Maria Chapo,Assistente de Direção,2023,março,8,7,8,8,7.75,Bom
2778,Vítor Santos,Engenheiro,2021,setembro,9,7,7,8,7.75,Bom
2779,Hugo Azevedo,Engenheiro,2024,julho,9,7,9,7,8.0,Muito Bom
2780,Ricardo Barros,Supervisor,2024,julho,8,7,7,7,7.25,Bom
2781,Diana Costa,Coordenador,2022,julho,8,7,9,8,8.0,Muito Bom
2782,Marcelo Alves,Coordenador,2022,junho,5,7,8,6,6.5,Bom
2783,Ricardo Azevedo,Analista de Dados,2022,junho,9,7,5,8,7.25,Bom
2784,Gonçalo Morais,Coordenador,2022,julho,9,7,9,8,8.25,Muito Bom
2785,Lúcia Conceiao,Coordenador,2022,outubro,6,6,7,8,6.75,Bom
2786,Marta Chapo,Coordenador,2022,janeiro,8,5,7,7,6.75,Bom
2787,Gonçalo Ribeiro,Analista de Dados,2023,fevereiro,9,6,9,8,8.0,Muito Bom
2788,Laura Conceiao,Diretor de Departamento,2021,julho,9,7,8,8,8.0,Muito Bom
2789,Fernando Vieira,Designer,2023,setembro,6,7,9,8,7.5,Bom
2790,Gonçalo Cardoso,Técnico de Laboratório,2024,dezembro,7,6,9,7,7.25,Bom
2791,Rui Matos,Contabilista,2023,agosto,6,7,9,8,7.5,Bom
2792,Bruno Mendes,Marketing,2023,fevereiro,8,7,7,8,7.5,Bom
2793,Ricardo Vieira,Gestor de Projetos,2021,agosto,9,6,7,8,7.5,Bom
2794,Rui Costa,Marketing,2024,março,9,6,9,8,8.0,Muito Bom
2795,Alexandre Neves,Técnico de Informática,2023,outubro,7,7,9,8,7.75,Bom
2796,Paulo Chapo,Marketing,2021,setembro,9,7,4,8,7.0,Bom
2797,Nuno Gomes,Assistente Administrativo,2024,outubro,7,7,8,8,7.5,Bom
2798,Carlos Ferreira,Coordenador,2021,janeiro,9,7,9,8,8.25,Muito Bom
2799,Carlos Cardoso,Consultor,2021,junho,9,7,8,8,8.0,Muito Bom
2800,Nuno Nunes,Técnico de Laboratório,2022,setembro,9,7,8,8,8.0,Muito Bom
2801,Maria Vieira,Marketing,2024,agosto,9,4,9,8,7.5,Bom
2802,Patrícia Santos,Recursos Humanos,2024,setembro,9,7,6,8,7.5,Bom
2803,Sara Mendes,Assistente de Direção,2022,novembro,6,7,5,7,6.25,Regular
2804,Vítor Moreira,Recursos Humanos,2024,junho,9,7,8,8,8.0,Muito Bom
2805,André Conceiao,Assistente de Direção,2023,março,4,7,6,8,6.25,Regular
2806,Manuel Monteiro,Auditor,2021,novembro,9,7,2,6,6.0,Regular
2807,António Correia,Assistente de Direção,2023,agosto,9,7,9,8,8.25,Muito Bom
2808,Patrícia Nunes,Assistente de Direção,2021,maio,8,6,9,8,7.75,Bom
2809,Sara Mendes,Marketing,2022,setembro,8,7,6,8,7.25,Bom
2810,Filipa Pinto,Recursos Humanos,2024,janeiro,9,7,9,7,8.0,Muito Bom
2811,Alexandre Machado,Gestor de Projetos,2024,agosto,4,7,8,8,6.75,Bom
2812,Helena Machava,Secretariado,2021,julho,9,7,8,7,7.75,Bom
2813,Gonçalo Soares,Técnico de Informática,2023,novembro,9,6,9,8,8.0,Muito Bom
2814,Patrícia Machel,Assistente Administrativo,2024,junho,7,7,8,8,7.5,Bom
2815,Paulo Santos,Marketing,2022,novembro,8,7,8,7,7.5,Bom
2816,Luís Ribeiro,Secretariado,2021,outubro,5,7,8,7,6.75,Bom
2817,Tânia Neves,Assistente Financeiro,2023,agosto,8,6,7,8,7.25,Bom
2818,Raquel Soares,Coordenador,2021,março,8,7,6,7,7.0,Bom
2819,Mariana Ribeiro,Coordenador,2024,junho,5,5,9,8,6.75,Bom
2820,André Alves,Auditor,2021,março,9,7,8,8,8.0,Muito Bom
2821,Manuel Pereira,Técnico de Laboratório,2023,junho,8,7,9,8,8.0,Muito Bom
2822,Carlos Fernandes,Marketing,2022,abril,9,4,6,8,6.75,Bom
2823,Marta Ribeiro,Analista de Dados,2024,junho,8,7,9,7,7.75,Bom
2824,Pedro Conceiao,Diretor de Departamento,2022,dezembro,7,7,8,8,7.5,Bom
2825,Nuno Cardoso,Assistente Administrativo,2024,dezembro,7,7,6,8,7.0,Bom
2826,Vítor Cardoso,Designer,2021,dezembro,9,7,9,8,8.25,Muito Bom
2827,Cláudia Fernandes,Engenheiro,2024,novembro,6,7,8,7,7.0,Bom
2828,Tânia Neves,Técnico de Laboratório,2023,abril,5,7,9,6,6.75,Bom
2829,Cláudia Fernandes,Designer,2022,dezembro,8,6,8,8,7.5,Bom
2830,Miguel Soares,Marketing,2023,dezembro,7,7,9,8,7.75,Bom
2831,Nuno Manave,Técnico de Laboratório,2021,julho,6,5,8,8,6.75,Bom
2832,Bruno Fernandes,Auditor,2023,setembro,8,7,5,8,7.0,Bom
